frame_idx,track_id,x,y,z,velocity
6,0,15.397150039672852,-0.04127788171172142,0,0.0
13,0,15.397150039672852,-0.04127788171172142,0,0.0
13,1,87.12652587890625,-1.8315246105194092,0,0.0
13,2,73.65129852294922,-0.6814223527908325,0,0.0
13,3,65.65779113769531,1.1998670101165771,0,0.0
13,4,74.76927185058594,-6.05767822265625,0,0.0
13,5,72.46986389160156,6.343458652496338,0,0.0
13,6,26.936784744262695,-2.66437029838562,0,0.0
13,7,56.8787841796875,0.1273513287305832,0,0.0
13,8,85.23743438720703,9.235282897949219,0,0.0
13,9,84.52506256103516,-0.5367177128791809,0,0.0
13,10,28.29083251953125,1.1289441585540771,0,0.0
13,11,21.80965232849121,-2.2688863277435303,0,0.0
13,12,5.997886657714844,-5.913609981536865,0,0.0
13,13,29.34942054748535,-50.864051818847656,0,0.0
13,14,-14.172443389892578,-10.5579195022583,0,0.0
13,15,-42.95217514038086,-36.79804992675781,0,0.0
13,16,-23.264589309692383,-24.309463500976562,0,0.0
13,17,-31.197399139404297,9.357903480529785,0,0.0
13,18,-34.498191833496094,6.2615647315979,0,0.0
13,19,-32.09708786010742,14.94755744934082,0,0.0
13,20,-26.169429779052734,21.53704261779785,0,0.0
18,0,15.397150039672852,-0.04127788171172142,0,0.0
18,1,87.12652587890625,-1.8315246105194092,0,0.0
18,2,73.65129852294922,-0.6814223527908325,0,0.0
18,3,65.65779113769531,1.1998670101165771,0,0.0
18,4,74.76927185058594,-6.05767822265625,0,0.0
18,5,72.46986389160156,6.343458652496338,0,0.0
18,6,26.936784744262695,-2.66437029838562,0,0.0
18,7,56.8787841796875,0.1273513287305832,0,0.0
18,8,85.23743438720703,9.235282897949219,0,0.0
18,9,84.52506256103516,-0.5367177128791809,0,0.0
18,10,28.29083251953125,1.1289441585540771,0,0.0
18,11,21.161177046445992,-2.1419565285628837,0,3.4042658271236466
18,12,5.997886657714844,-5.913609981536865,0,0.0
18,13,29.34942054748535,-50.864051818847656,0,0.0
18,14,-14.172443389892578,-10.5579195022583,0,0.0
18,15,-42.95217514038086,-36.79804992675781,0,0.0
18,16,-23.264589309692383,-24.309463500976562,0,0.0
18,17,-31.197399139404297,9.357903480529785,0,0.0
20,0,15.397150039672852,-0.04127788171172142,0,0.0
20,1,87.12652587890625,-1.8315246105194092,0,0.0
20,2,73.65129852294922,-0.6814223527908325,0,0.0
20,3,65.65779113769531,1.1998670101165771,0,0.0
20,4,74.76927185058594,-6.05767822265625,0,0.0
20,5,72.46986389160156,6.343458652496338,0,0.0
20,6,26.936784744262695,-2.66437029838562,0,0.0
20,7,56.8787841796875,0.1273513287305832,0,0.0
20,8,85.23743438720703,9.235282897949219,0,0.0
20,9,84.52506256103516,-0.5367177128791809,0,0.0
20,10,28.29083251953125,1.1289441585540771,0,0.0
20,11,20.82255336992052,-2.1069670456631333,0,3.4042658271236466
20,12,5.997886657714844,-5.913609981536865,0,0.0
20,13,29.34942054748535,-50.864051818847656,0,0.0
20,14,-14.172443389892578,-10.5579195022583,0,0.0
20,15,-42.95217514038086,-36.79804992675781,0,0.0
20,16,-23.264589309692383,-24.309463500976562,0,0.0
20,17,-31.197399139404297,9.357903480529785,0,0.0
20,18,-34.498191833496094,6.2615647315979,0,0.0
20,19,-32.09708786010742,14.94755744934082,0,0.0
20,20,-26.169429779052734,21.53704261779785,0,0.0
20,21,-32.74104309082031,18.746652603149414,0,0.0
22,0,15.397150039672852,-0.04127788171172142,0,0.0
22,1,87.12652587890625,-1.8315246105194092,0,0.0
22,2,73.65129852294922,-0.6814223527908325,0,0.0
22,3,65.65779113769531,1.1998670101165771,0,0.0
22,4,74.76927185058594,-6.05767822265625,0,0.0
22,5,72.46986389160156,6.343458652496338,0,0.0
22,6,26.936784744262695,-2.66437029838562,0,0.0
22,7,56.8787841796875,0.1273513287305832,0,0.0
22,8,85.23743438720703,9.235282897949219,0,0.0
22,9,84.52506256103516,-0.5367177128791809,0,0.0
22,10,28.29083251953125,1.1289441585540771,0,0.0
22,11,20.483929693395048,-2.071977562763383,0,3.4042658271236466
22,12,5.997886657714844,-5.913609981536865,0,0.0
22,13,29.34942054748535,-50.864051818847656,0,0.0
22,14,-14.172443389892578,-10.5579195022583,0,0.0
22,15,-42.95217514038086,-36.79804992675781,0,0.0
22,16,-23.87314633171263,-24.54625077203302,0,2.6119720818814307
22,17,-31.197399139404297,9.357903480529785,0,0.0
22,18,-34.498191833496094,6.2615647315979,0,0.0
26,0,15.397150039672852,-0.04127788171172142,0,0.0
26,1,87.12652587890625,-1.8315246105194092,0,0.0
26,2,73.65129852294922,-0.6814223527908325,0,0.0
26,3,65.65779113769531,1.1998670101165771,0,0.0
26,4,74.76927185058594,-6.05767822265625,0,0.0
26,5,72.46986389160156,6.343458652496338,0,0.0
26,6,26.936784744262695,-2.66437029838562,0,0.0
26,7,56.8787841796875,0.1273513287305832,0,0.0
26,8,85.23743438720703,9.235282897949219,0,0.0
26,9,84.52506256103516,-0.5367177128791809,0,0.0
26,10,28.29083251953125,1.1289441585540771,0,0.0
26,11,20.145306016869576,-2.0369880798636326,0,3.4042658271236466
26,12,5.997886657714844,-5.913609981536865,0,0.0
26,13,29.34942054748535,-50.864051818847656,0,0.0
26,14,-14.172443389892578,-10.5579195022583,0,0.0
26,15,-42.95217514038086,-36.79804992675781,0,0.0
26,16,-24.05920886453524,-24.729566661810516,0,2.6119720818814307
26,17,-31.197399139404297,9.357903480529785,0,0.0
26,18,-34.498191833496094,6.2615647315979,0,0.0
26,19,-32.09708786010742,14.94755744934082,0,0.0
26,20,-26.169429779052734,21.53704261779785,0,0.0
26,21,-32.74104309082031,18.746652603149414,0,0.0
31,0,15.397150039672852,-0.04127788171172142,0,0.0
31,1,87.12652587890625,-1.8315246105194092,0,0.0
31,2,73.65129852294922,-0.6814223527908325,0,0.0
31,3,65.65779113769531,1.1998670101165771,0,0.0
31,4,74.76927185058594,-6.05767822265625,0,0.0
31,5,72.46986389160156,6.343458652496338,0,0.0
31,6,26.936784744262695,-2.66437029838562,0,0.0
31,7,56.8787841796875,0.1273513287305832,0,0.0
31,8,85.23743438720703,9.235282897949219,0,0.0
31,9,84.52506256103516,-0.5367177128791809,0,0.0
31,10,28.29083251953125,1.1289441585540771,0,0.0
31,11,19.806682340344103,-2.0019985969638823,0,3.4042658271236466
31,12,5.997886657714844,-5.913609981536865,0,0.0
31,13,29.34942054748535,-50.864051818847656,0,0.0
31,14,-14.172443389892578,-10.5579195022583,0,0.0
31,15,-42.95217514038086,-36.79804992675781,0,0.0
31,16,-24.24527139735785,-24.912882551588012,0,2.6119720818814307
31,17,-31.197399139404297,9.357903480529785,0,0.0
31,18,-34.498191833496094,6.2615647315979,0,0.0
31,19,-32.09708786010742,14.94755744934082,0,0.0
31,20,-26.169429779052734,21.53704261779785,0,0.0
31,21,-32.74104309082031,18.746652603149414,0,0.0
31,22,88.5879135131836,-6.209817886352539,0,0.0
31,23,25.49602508544922,2.6587769985198975,0,0.0
31,24,66.85575866699219,-3.0269131660461426,0,0.0
33,0,15.397150039672852,-0.04127788171172142,0,0.0
33,1,87.12652587890625,-1.8315246105194092,0,0.0
33,2,73.65129852294922,-0.6814223527908325,0,0.0
33,3,65.65779113769531,1.1998670101165771,0,0.0
33,4,74.76927185058594,-6.05767822265625,0,0.0
33,5,72.46986389160156,6.343458652496338,0,0.0
33,6,26.936784744262695,-2.66437029838562,0,0.0
33,7,56.8787841796875,0.1273513287305832,0,0.0
33,8,85.23743438720703,9.235282897949219,0,0.0
33,9,84.52506256103516,-0.5367177128791809,0,0.0
33,10,28.29083251953125,1.1289441585540771,0,0.0
33,11,19.46805866381863,-1.9670091140641321,0,3.4042658271236466
33,12,5.997886657714844,-5.913609981536865,0,0.0
33,13,29.34942054748535,-50.864051818847656,0,0.0
33,14,-14.172443389892578,-10.5579195022583,0,0.0
33,15,-42.95217514038086,-36.79804992675781,0,0.0
33,16,-24.43133393018046,-25.09619844136551,0,2.6119720818814307
33,17,-31.197399139404297,9.357903480529785,0,0.0
49,0,15.397150039672852,-0.04127788171172142,0,0.0
49,1,87.12652587890625,-1.8315246105194092,0,0.0
49,2,73.65129852294922,-0.6814223527908325,0,0.0
49,3,65.65779113769531,1.1998670101165771,0,0.0
49,4,74.76927185058594,-6.05767822265625,0,0.0
49,5,72.46986389160156,6.343458652496338,0,0.0
49,6,26.936784744262695,-2.66437029838562,0,0.0
49,7,56.8787841796875,0.1273513287305832,0,0.0
49,8,85.23743438720703,9.235282897949219,0,0.0
49,9,84.52506256103516,-0.5367177128791809,0,0.0
49,10,28.29083251953125,1.1289441585540771,0,0.0
49,11,19.12943498729316,-1.932019631164382,0,3.4042658271236466
49,12,5.997886657714844,-5.913609981536865,0,0.0
49,13,29.34942054748535,-50.864051818847656,0,0.0
49,14,-14.172443389892578,-10.5579195022583,0,0.0
49,15,-42.95217514038086,-36.79804992675781,0,0.0
49,16,-24.61739646300307,-25.279514331143005,0,2.6119720818814307
49,17,-31.197399139404297,9.357903480529785,0,0.0
49,18,-34.498191833496094,6.2615647315979,0,0.0
49,19,-32.09708786010742,14.94755744934082,0,0.0
49,20,-26.169429779052734,21.53704261779785,0,0.0
49,21,-32.74104309082031,18.746652603149414,0,0.0
51,0,15.397150039672852,-0.04127788171172142,0,0.0
51,1,87.12652587890625,-1.8315246105194092,0,0.0
51,2,73.65129852294922,-0.6814223527908325,0,0.0
51,3,65.65779113769531,1.1998670101165771,0,0.0
51,4,74.76927185058594,-6.05767822265625,0,0.0
51,5,72.46986389160156,6.343458652496338,0,0.0
51,6,26.936784744262695,-2.66437029838562,0,0.0
51,7,56.8787841796875,0.1273513287305832,0,0.0
51,8,85.23743438720703,9.235282897949219,0,0.0
51,9,84.52506256103516,-0.5367177128791809,0,0.0
